Movie Name,Language,Running Time,Year of Release,Maturity Rating,type,platform,tconst,genres,IMDb Rating_y
Carry On Jatta 2,Punjabi,147,2018,13+,Movie,Amazon Prime,tt8206708,Comedy,6.9
Mafi Dona,Malayalam,109,2019,13+,Movie,Amazon Prime,tt10698684,"Action,Crime,Thriller",4.0
Chenkol,Malayalam,161,1993,NR,Movie,Amazon Prime,tt0237094,"Action,Drama",7.7
Fear City,English,94,1984,18+,Movie,Amazon Prime,tt0087247,"Crime,Drama,Mystery",5.7
Housefull 2,Hindi,159,2012,NR,Movie,Amazon Prime,tt1980986,"Action,Comedy,Musical",5.3
Dubai,Malayalam,199,2001,NR,Movie,Amazon Prime,tt0266486,"Action,Thriller",3.9
Aaja Nachle,Hindi,143,2007,All,Movie,Amazon Prime,tt0986213,"Drama,Family,Music",6.2
Fatso!,Hindi,97,2012,13+,Movie,Amazon Prime,tt1286766,"Comedy,Fantasy,Romance",5.7
Ungli,Hindi,113,2014,13+,Movie,Amazon Prime,tt2392447,"Crime,Drama,Thriller",5.7
Vajram,Malayalam,122,2004,NR,Movie,Amazon Prime,tt0378957,"Action,Drama",3.3
Jyothi,Telugu,114,1976,NR,Movie,Amazon Prime,tt0257825,Drama,7.4
Devi Sri Prasad,Telugu,98,2017,18+,Movie,Amazon Prime,tt7981438,"Action,Drama",5.9
Mehbooba,Telugu,147,2018,13+,Movie,Amazon Prime,tt7458714,"Action,Drama,Romance",5.3
Chinnodu Peddodu,Telugu,140,1988,NR,Movie,Amazon Prime,tt0271431,"Comedy,Drama",6.4
Lukochurii,Bengali,117,2010,All,Movie,Amazon Prime,tt7020238,"Comedy,Drama",3.8
Chess,Malayalam,137,2006,13+,Movie,Amazon Prime,tt0842001,"Action,Comedy,Crime",5.4
Bollywood Diaries,Hindi,116,2016,13+,Movie,Amazon Prime,tt5216810,Drama,6.0
Baat Ban Jaye,Hindi,148,1986,NR,Movie,Amazon Prime,tt0270219,Comedy,6.4
Ghar Ghar Ki Kahani,Hindi,142,1970,NR,Movie,Amazon Prime,tt0254354,"Drama,Family",7.6
Bombay March 12,Malayalam,121,2011,All,Movie,Amazon Prime,tt1886449,"Action,Family,Mystery",5.6
Crossed Over,English,91,2002,16+,Movie,Amazon Prime,tt0287392,"Biography,Drama",5.4
Junooniyat,Hindi,122,2016,All,Movie,Amazon Prime,tt3840534,"Drama,Romance",4.2
Chaar Maharathi,Hindi,137,1985,NR,Movie,Amazon Prime,tt4807378,Action,4.5
Sex and the City 2,English,146,2010,18+,Movie,Amazon Prime,tt1261945,"Comedy,Drama,Romance",4.5
Hosa Belaku,Kannada,148,1982,NR,Movie,Amazon Prime,tt1416714,"Drama,Romance",8.3
Ulladakkam,Malayalam,120,1991,All,Movie,Amazon Prime,tt0292300,Drama,7.1
Sarvopari Palakkaran,Malayalam,135,2017,All,Movie,Amazon Prime,tt6864588,Comedy,5.0
Hank Williams: The Show He Never Gave,English,86,1980,16+,Movie,Amazon Prime,tt0084048,"Drama,Music",7.1
Captive State,English,114,2019,16+,Movie,Amazon Prime,tt5968394,"Action,Horror,Sci-Fi",6.0
Manoharam,Malayalam,120,2019,All,Movie,Amazon Prime,tt9906644,"Comedy,Drama",6.8
T-34,Hindi,112,2018,All,Movie,Amazon Prime,tt8820590,"Action,War",6.7
Harry Potter and the Prisoner of Azkaban,Hindi,141,2004,All,Movie,Amazon Prime,tt0304141,"Adventure,Family,Fantasy",7.9
Nuvvu Thopu Raa,Telugu,140,2019,13+,Movie,Amazon Prime,tt7693236,Drama,7.0
Jesal Toral,Gujarati,127,1971,All,Movie,Amazon Prime,tt0213019,Drama,6.7
Silsiilay,Hindi,122,2005,NR,Movie,Amazon Prime,tt0438981,Drama,4.0
Love & Mercy,English,116,2014,18+,Movie,Amazon Prime,tt0903657,"Biography,Drama,Music",7.4
Jeene Ki Arzoo,Hindi,132,1981,All,Movie,Amazon Prime,tt0361770,"Drama,Thriller",5.9
The Big Sick,English,120,2017,18+,Movie,Amazon Prime,tt5462602,"Comedy,Drama,Romance",7.5
Theevram,Malayalam,126,2012,All,Movie,Amazon Prime,tt2568760,"Action,Crime,Thriller",6.5
Phir Milenge,Hindi,128,2004,All,Movie,Amazon Prime,tt0422950,Drama,6.1
Turtle Beach,English,87,1992,18+,Movie,Amazon Prime,tt0103141,"Drama,Thriller",4.7
One,Bengali,148,2017,13+,Movie,Amazon Prime,tt6761912,Drama,7.7
Desh,Bengali,130,2002,NR,Movie,Amazon Prime,tt0368683,Drama,4.9
Ishq Ke Parindey,Hindi,113,2015,NR,Movie,Amazon Prime,tt4581722,"Music,Romance",6.9
Dum Laga Ke Haisha,Hindi,110,2015,13+,Movie,Amazon Prime,tt3495030,"Comedy,Drama,Romance",7.5
Vrithra,Kannada,108,2019,All,Movie,Amazon Prime,tt9179234,"Drama,Thriller",6.2
Kedi,Telugu,162,2010,13+,Movie,Amazon Prime,tt1582524,Action,4.6
Aa Eradu Varshagalu,Kannada,126,2017,NR,Movie,Amazon Prime,tt7222944,"Drama,Romance",8.4
Hijacked: Flight 285,English,93,1996,16+,Movie,Amazon Prime,tt0116532,"Action,Crime,Drama",4.9
Dekh Tamasha Dekh,Hindi,109,2014,NR,Movie,Amazon Prime,tt3672618,Comedy,6.1
Proxy,Bengali,106,1977,NR,Movie,Amazon Prime,tt0216122,Drama,7.0
Luv Ni Love Storys,Gujarati,140,2020,All,Movie,Amazon Prime,tt11454890,"Drama,Romance",7.2
Gantumoote,Kannada,115,2019,18+,Movie,Amazon Prime,tt11042658,"Drama,Romance",8.2
Lal Pan Bibi,Bengali,169,1994,NR,Movie,Amazon Prime,tt0246746,"Action,Crime,Drama",5.6
Sommersby,English,113,1993,18+,Movie,Amazon Prime,tt0108185,"Drama,Mystery,Romance",6.2
Bottle Rocket,English,91,1996,18+,Movie,Amazon Prime,tt0115734,"Comedy,Crime,Drama",7.0
Ghost Rider,English,110,2007,13+,Movie,Amazon Prime,tt0259324,"Action,Fantasy,Thriller",5.3
Satya 2,Telugu,127,2013,18+,Movie,Amazon Prime,tt3059106,"Action,Crime,Drama",5.9
Laal Ishq,Marathi,116,2016,13+,Movie,Amazon Prime,tt7458720,"Crime,Mystery,Romance",5.5
Software Sudheer,Telugu,115,2019,13+,Movie,Amazon Prime,tt10851820,Drama,5.7
Ali,English,156,2001,18+,Movie,Amazon Prime,tt0248667,"Biography,Drama,Sport",6.8
Alvin and the Chipmunks: Chipwrecked,English,87,2011,All,Movie,Amazon Prime,tt1615918,"Adventure,Animation,Comedy",4.3
Kadaram Kondan,Tamil,114,2019,13+,Movie,Amazon Prime,tt9239882,"Action,Crime,Thriller",5.7
Kalankini Kankabati,Bengali,113,1981,NR,Movie,Amazon Prime,tt0234002,Drama,6.7
Aadmi,Hindi,142,1993,18+,Movie,Amazon Prime,tt0177483,"Action,Crime,Drama",6.6
Fruits of Passion,English,79,1981,18+,Movie,Amazon Prime,tt0082422,Drama,5.5
Chhalaang,Hindi,136,2020,13+,Movie,Amazon Prime,tt8983164,"Comedy,Drama",6.8
Chaarfutiya Chhokare,Hindi,113,2014,13+,Movie,Amazon Prime,tt3021244,"Drama,Thriller",5.9
Vijay,Hindi,172,1988,16+,Movie,Amazon Prime,tt0096390,"Action,Drama,Romance",5.5
Fortuner,Kannada,130,2019,13+,Movie,Amazon Prime,tt8938900,"Drama,Family,Romance",6.7
Kamaraj,Tamil,121,2004,All,Movie,Amazon Prime,tt0375887,"Biography,Drama",7.0
Eththan,Tamil,142,2011,All,Movie,Amazon Prime,tt1961305,"Comedy,Drama,Romance",4.9
Shaadi No. 1,Hindi,129,2005,NR,Movie,Amazon Prime,tt0449389,Comedy,3.5
Shubh Mangal Zyada Saavdhan,Hindi,117,2020,13+,Movie,Amazon Prime,tt10309906,"Comedy,Romance",5.8
Housefull,Hindi,148,2010,NR,Movie,Amazon Prime,tt1573072,"Comedy,Romance",5.5
Palay Khan,Hindi,145,1986,All,Movie,Amazon Prime,tt0424339,"Action,Thriller",6.5
The Legend of Michael Mishra,Hindi,118,2016,All,Movie,Amazon Prime,tt3224258,"Comedy,Drama",4.4
Entrapment,English,112,1999,18+,Movie,Amazon Prime,tt0137494,"Action,Crime,Romance",6.3
Kuttram Kadithal,Tamil,119,2015,All,Movie,Amazon Prime,tt4112208,Drama,8.0
Strings of Passion,Hindi,95,2014,NR,Movie,Amazon Prime,tt1867064,Drama,6.7
Koyelaanchal,Hindi,145,2014,NR,Movie,Amazon Prime,tt3640942,"Action,Drama",5.5
Ustadi Ustad Se,Hindi,134,1982,NR,Movie,Amazon Prime,tt0945604,"Action,Crime,Drama",3.8
Phullu,Hindi,91,2017,13+,Movie,Amazon Prime,tt6941560,"Comedy,Drama",6.1
Carol,English,118,2015,18+,Movie,Amazon Prime,tt2402927,"Drama,Romance",7.2
Don 2,Hindi,147,2011,13+,Movie,Amazon Prime,tt1285241,"Action,Crime,Thriller",7.1
Kaalia,Hindi,166,1981,All,Movie,Amazon Prime,tt0082594,"Action,Drama",6.8
Baat Bann Gayi,Hindi,108,2013,NR,Movie,Amazon Prime,tt2222716,"Comedy,Romance",5.1
Escape Room,English,86,2017,18+,Movie,Amazon Prime,tt5159414,"Horror,Thriller",4.2
Mister,Telugu,156,2017,13+,Movie,Amazon Prime,tt6871426,"Drama,Romance",3.9
Raduaa,Punjabi,128,2018,All,Movie,Amazon Prime,tt8767626,"Comedy,Sci-Fi",5.0
Goyenda Junior,Bengali,118,2019,13+,Movie,Amazon Prime,tt10964190,Drama,6.2
Anjali,Bengali,114,1988,All,Movie,Amazon Prime,tt1545576,Romance,6.6
Children of the Bride,English,94,1990,16+,Movie,Amazon Prime,tt0099254,Drama,6.5
Bhagam Bhag,Hindi,152,2006,All,Movie,Amazon Prime,tt0805184,"Comedy,Drama,Mystery",6.5
Dead Space: Downfall,English,74,2008,18+,Movie,Amazon Prime,tt1267379,"Action,Adventure,Animation",6.3
Incarnate,English,86,2016,18+,Movie,Amazon Prime,tt3216348,"Horror,Thriller",5.3
Ashi Hi Banwa Banwi,Marathi,137,1988,All,Movie,Amazon Prime,tt0267277,Comedy,8.9
Sahhas,Hindi,133,1981,NR,Movie,Amazon Prime,tt0246212,Action,4.7
Karinkannan,Malayalam,116,2018,All,Movie,Amazon Prime,tt9378466,Drama,4.8
Jane and Emma,English,93,2018,18+,Movie,Amazon Prime,tt8581198,Drama,6.5
Child 44,English,137,2015,18+,Movie,Amazon Prime,tt1014763,"Crime,Drama,History",6.5
Fugay,Marathi,2 h,2017,13+,Movie,Amazon Prime,tt6522352,Drama,6.1
Raatchasi,Tamil,132,2019,All,Movie,Amazon Prime,tt10431010,Drama,7.4
Thammudu,Telugu,161,1999,All,Movie,Amazon Prime,tt0240084,"Action,Drama,Sport",7.9
Bezubaan,Hindi,135,1982,NR,Movie,Amazon Prime,tt0082071,"Drama,Romance",7.3
Vellaiya Irukiravan Poi Solla Maatan,Tamil,124,2015,All,Movie,Amazon Prime,tt5079858,Comedy,6.8
Kachche Dhaage,Hindi,141,1999,13+,Movie,Amazon Prime,tt0206067,"Action,Drama,Thriller",6.0
Thazhvaram,Malayalam,122,1990,NR,Movie,Amazon Prime,tt0156130,"Crime,Drama,Musical",8.1
Jail,Hindi,133,2009,13+,Movie,Amazon Prime,tt1245774,Drama,6.2
Kobbari Matta,Telugu,108,2019,13+,Movie,Amazon Prime,tt10081116,Comedy,6.2
The Prestige,English,130,2006,All,Movie,Amazon Prime,tt0482571,"Drama,Mystery,Sci-Fi",8.5
Raanjhanaa,Hindi,138,2013,NR,Movie,Amazon Prime,tt2359810,"Drama,Romance",7.6
Ek Duuje Ke Liye,Hindi,163,1981,All,Movie,Amazon Prime,tt0082314,"Drama,Musical,Romance",7.4
Wild Things 2,English,94,2004,18+,Movie,Amazon Prime,tt0365270,"Crime,Drama,Mystery",4.5
Kumki,Tamil,146,2012,All,Movie,Amazon Prime,tt2404801,Drama,7.1
Budugu,Telugu,121,2015,13+,Movie,Amazon Prime,tt5167532,Thriller,5.0
Grown Ups,English,102,2010,13+,Movie,Amazon Prime,tt1375670,Comedy,5.9
Under Siege,English,102,1992,18+,Movie,Amazon Prime,tt0105690,"Action,Thriller",6.5
Dhadak,Hindi,137,2018,13+,Movie,Amazon Prime,tt7638344,"Drama,Romance",4.5
Dastaan,Hindi,159,1972,All,Movie,Amazon Prime,tt0158579,"Comedy,Drama,Thriller",6.9
Run,Telugu,105,2016,All,Movie,Amazon Prime,tt4032378,"Action,Drama,Short",4.6
Abhayam Thedi,Malayalam,114,1986,NR,Movie,Amazon Prime,tt0291703,"Drama,Family",7.5
Meendum Kokila,Tamil,139,1981,All,Movie,Amazon Prime,tt0187273,"Comedy,Drama,Romance",6.2
Buno,Bengali,21,2018,13+,Movie,Amazon Prime,tt8427162,"Drama,Short",7.9
Runner Runner,English,91,2013,18+,Movie,Amazon Prime,tt2364841,"Crime,Thriller",5.6
Bangalore Naatkal,Tamil,155,2016,All,Movie,Amazon Prime,tt5328784,Drama,5.6
Asuran,Tamil,139,2019,13+,Movie,Amazon Prime,tt9477520,"Action,Drama",8.5
Agnichakra,Hindi,123,1997,13+,Movie,Amazon Prime,tt0112308,Action,3.6
Geetanjali,Hindi,150,1993,All,Movie,Amazon Prime,tt0268326,Drama,6.1
Overtime,Hindi,114,2012,NR,Movie,Amazon Prime,tt2404673,Drama,5.0
Pengalila,Malayalam,110,2019,All,Movie,Amazon Prime,tt9905462,Drama,8.2
Nabarag,Bengali,117,1971,NR,Movie,Amazon Prime,tt4312896,"Drama,Family",7.2
American Pie Presents: Beta House,English,86,2007,13+,Movie,Amazon Prime,tt0974959,Comedy,5.3
Anger Management,English,104,2003,18+,Movie,Amazon Prime,tt0305224,Comedy,6.2
Kaali Ki Saugandh,Hindi,90,2000,NR,Movie,Amazon Prime,tt1107348,Action,5.0
Rupinder Gandhi 2: The Robinhood,Punjabi,127,2017,13+,Movie,Amazon Prime,tt8444572,"Action,Crime,Drama",7.0
Muthal Maanavan,Tamil,120,2014,NR,Movie,Amazon Prime,tt8144932,Drama,5.0
Coffee Bloom,Hindi,93,2015,NR,Movie,Amazon Prime,tt3666258,Drama,6.1
Nightwatching,English,135,2007,18+,Movie,Amazon Prime,tt0446750,"Biography,Drama,History",6.5
Pupa,Bengali,108,2018,13+,Movie,Amazon Prime,tt7212514,Drama,7.7
Valayam,Telugu,138,2020,13+,Movie,Amazon Prime,tt11157218,Mystery,6.0
Aisha,Hindi,126,2010,7+,Movie,Amazon Prime,tt1509732,"Comedy,Drama,Romance",5.0
Battledogs,Hindi,84,2013,13+,Movie,Amazon Prime,tt2457138,"Action,Adventure,Horror",3.5
Crazy Rich Asians,English,120,2018,16+,Movie,Amazon Prime,tt3104988,"Comedy,Drama,Romance",6.9
Ponnumani,Tamil,149,1993,All,Movie,Amazon Prime,tt0318586,Drama,6.6
Kushi,Tamil,170,2000,All,Movie,Amazon Prime,tt0361818,"Comedy,Drama,Romance",8.0
Mayabazar 2016,Kannada,130,2020,13+,Movie,Amazon Prime,tt9628392,"Comedy,Crime,Drama",7.2
Mere Khwabon Mein Jo Aaye,Hindi,114,2009,All,Movie,Amazon Prime,tt1288644,"Drama,Fantasy,Musical",5.6
Triple Seat,Marathi,126,2019,All,Movie,Amazon Prime,tt10900124,"Family,Romance",6.1
Simul Parul,Bengali,139,1998,NR,Movie,Amazon Prime,tt7162670,"Drama,Romance",1.5
Superstar,Marathi,141,2011,All,Movie,Amazon Prime,tt5473848,Comedy,5.2
Mee Sindhutai Sapkal,Marathi,107,2010,All,Movie,Amazon Prime,tt1804604,"Biography,Drama",7.1
Palunku,Malayalam,129,2006,All,Movie,Amazon Prime,tt0867396,Drama,6.4
Kireedamillatha Rajakkanmar,Malayalam,133,1996,NR,Movie,Amazon Prime,tt0355654,Comedy,5.0
Jess + Moss,English,81,2011,NR,Movie,Amazon Prime,tt1787731,Drama,6.4
Jeena Hai Toh Thok Daal,Hindi,123,2012,NR,Movie,Amazon Prime,tt2294685,"Action,Crime,Drama",5.6
Sanyasi Raja,Bengali,139,1975,NR,Movie,Amazon Prime,tt0073658,Drama,7.5
The Bank Job,Hindi,107,2008,18+,Movie,Amazon Prime,tt0200465,"Crime,Drama,Thriller",7.2
Beverly Hills Cop II,English,102,1987,18+,Movie,Amazon Prime,tt0092644,"Action,Comedy,Crime",6.5
The Intern,English,121,2015,13+,Movie,Amazon Prime,tt2361509,"Comedy,Drama",7.1
Agni IPS,Kannada,125,1997,NR,Movie,Amazon Prime,tt3368858,Action,8.1
Bobbili Puli,Telugu,169,1982,NR,Movie,Amazon Prime,tt0186890,"Action,Drama",7.2
Dedh Ishqiya,Hindi,141,2014,13+,Movie,Amazon Prime,tt2675978,"Comedy,Drama,Romance",7.1
Jackpot,Hindi,91,2013,18+,Movie,Amazon Prime,tt2642312,"Drama,Romance,War",7.6
Raja,Hindi,156,1995,13+,Movie,Amazon Prime,tt0114230,"Action,Drama,Romance",5.3
Vaalu,Tamil,151,2015,All,Movie,Amazon Prime,tt3566698,"Comedy,Romance",4.8
Hum To Mohabbat Karega,Hindi,148,2000,13+,Movie,Amazon Prime,tt0249588,"Action,Comedy,Romance",2.9
Date Movie,English,82,2006,18+,Movie,Amazon Prime,tt0466342,"Comedy,Romance",2.8
Elaan,Hindi,145,2005,18+,Movie,Amazon Prime,tt0416712,"Action,Thriller",4.4
Bailampudi,Telugu,115,2019,13+,Movie,Amazon Prime,tt9271358,"Action,Drama",6.8
Richie,Tamil,104,2017,13+,Movie,Amazon Prime,tt7297586,"Action,Crime",5.2
Generation Aami,Bengali,118,2018,13+,Movie,Amazon Prime,tt9389802,Drama,7.7
The Legend of Hercules,English,98,2014,13+,Movie,Amazon Prime,tt1043726,"Action,Adventure,Fantasy",4.2
Shubh Kaamna,Hindi,138,1983,NR,Movie,Amazon Prime,tt0417131,"Comedy,Drama",6.3
Queen,Malayalam,155,2018,13+,Movie,Amazon Prime,tt6774420,"Comedy,Crime,Mystery",7.1
Epic Movie,English,84,2007,All,Movie,Amazon Prime,tt0799949,"Adventure,Comedy,Fantasy",2.4
The Truman Show,English,102,1998,7+,Movie,Amazon Prime,tt0120382,"Comedy,Drama",8.1
Puppy,Tamil,104,2019,13+,Movie,Amazon Prime,tt11064486,Drama,4.9
The Map of Tiny Perfect Things,English,99,2021,13+,Movie,Amazon Prime,tt11080108,"Comedy,Fantasy,Romance",6.8
Krishna Arjun,Hindi,130,1997,NR,Movie,Amazon Prime,tt0400584,Drama,6.8
Ullam Kollai Poguthae,Tamil,143,2001,All,Movie,Amazon Prime,tt10225032,Drama,7.8
Dahleez,Hindi,161,1986,All,Movie,Amazon Prime,tt0158574,"Action,Drama",5.3
Maharajin,Hindi,30,2018,NR,Movie,Amazon Prime,tt7140956,"Biography,Documentary,Short",7.2
What Happens in Vegas,English,98,2008,13+,Movie,Amazon Prime,tt1033643,"Comedy,Romance",6.1
Srimanthudu,Telugu,149,1971,NR,Movie,Amazon Prime,tt0187503,"Drama,Romance",7.3
Irupathiyonnaam Noottaandu,Malayalam,160,2019,All,Movie,Amazon Prime,tt8091652,"Action,Adventure,Drama",3.3
Chinna Thambi Periya Thambi,Tamil,133,1987,NR,Movie,Amazon Prime,tt0308113,"Comedy,Drama",6.0
Meerayude Dukhavum Muthuvinte Swapnavum,Malayalam,133,2003,All,Movie,Amazon Prime,tt0382842,"Drama,Musical",3.6
Nagina,Hindi,137,1986,13+,Movie,Amazon Prime,tt0091601,"Fantasy,Romance",6.5
Beverly Hills Cop,English,105,1984,18+,Movie,Amazon Prime,tt0086960,"Action,Comedy,Crime",7.3
Gandharvam,Malayalam,157,1993,13+,Movie,Amazon Prime,tt0291930,"Drama,Romance",6.4
Find Me Guilty,English,119,2006,18+,Movie,Amazon Prime,tt0419749,"Biography,Comedy,Crime",7.0
Kadhalan,Tamil,169,1994,13+,Movie,Amazon Prime,tt0097416,"Action,Drama,Romance",7.2
Hunterrr,Hindi,140,2015,18+,Movie,Amazon Prime,tt4333674,"Comedy,Romance",7.0
Eluka Majaka,Telugu,127,2016,13+,Movie,Amazon Prime,tt6925128,Comedy,5.3
Khauff,Hindi,119,2000,18+,Movie,Amazon Prime,tt0220596,"Action,Crime,Drama",4.4
Android Kunjappan Ver 5.25,Malayalam,137,2019,All,Movie,Amazon Prime,tt9526826,"Comedy,Drama",8.2
Rajaji,Hindi,150,1999,All,Movie,Amazon Prime,tt0286910,"Comedy,Romance",4.6
Mudra,Malayalam,120,1989,NR,Movie,Amazon Prime,tt0237472,Drama,7.6
The Mummy: Tomb of the Dragon Emperor,Hindi,111,2008,13+,Movie,Amazon Prime,tt0859163,"Action,Adventure,Fantasy",5.2
Bharatham,Malayalam,130,1991,All,Movie,Amazon Prime,tt0237038,"Drama,Musical",8.4
"Dance Party, USA",English,66,2006,16+,Movie,Amazon Prime,tt0497351,Drama,6.3
Last Chance,Gujarati,133,2017,13+,Movie,Amazon Prime,tt10883332,Short,8.9
Uyyala Jampala,Telugu,115,2013,All,Movie,Amazon Prime,tt3290676,"Drama,Family,Romance",7.2
5 Rifles,Hindi,135,1974,NR,Movie,Amazon Prime,tt0231592,"Action,Comedy",6.5
Valliettan,Malayalam,171,2000,18+,Movie,Amazon Prime,tt0274188,"Action,Drama",6.7
Majili,Hindi,149,2019,13+,Movie,Amazon Prime,tt8737614,"Drama,Romance",7.3
Draupathi,Tamil,147,2020,13+,Movie,Amazon Prime,tt11581264,"Action,Drama",3.7
Do Premee,Hindi,135,1980,All,Movie,Amazon Prime,tt0231475,"Action,Thriller",5.7
Ishq Vishk,Hindi,129,2003,All,Movie,Amazon Prime,tt0362771,"Comedy,Romance",6.0
Ek Se Badhkar Ek,Hindi,153,2004,All,Movie,Amazon Prime,tt0338959,"Comedy,Thriller",4.4
David,Hindi,151,2013,13+,Movie,Amazon Prime,tt12993628,Drama,6.6
Sura Sundaranga,Kannada,140,1989,NR,Movie,Amazon Prime,tt0246260,\N,7.4
The Brown Bunny,English,93,2003,18+,Movie,Amazon Prime,tt0330099,Drama,5.0
Karthavyam,Telugu,117,1990,All,Movie,Amazon Prime,tt0250463,"Action,Drama",6.9
Rang Birangi,Hindi,121,1983,All,Movie,Amazon Prime,tt0086170,Comedy,7.2
Colossal,English,104,2017,18+,Movie,Amazon Prime,tt7248206,"Comedy,Talk-Show",6.1
Loudspeaker,Malayalam,121,2009,All,Movie,Amazon Prime,tt1521023,Drama,7.4
3 Idiots,Hindi,164,2009,13+,Movie,Amazon Prime,tt1187043,"Comedy,Drama",8.4
Banarasi Babu,Hindi,118,1997,13+,Movie,Amazon Prime,tt0118680,Comedy,4.2
"Don't Worry, He Won't Get Far on Foot",English,113,2018,18+,Movie,Amazon Prime,tt6288124,"Biography,Comedy,Drama",6.9
The Bachelors,English,99,2017,16+,Movie,Amazon Prime,tt5253282,"Comedy,Drama",6.8
Jack & Daniel,Malayalam,154,2019,13+,Movie,Amazon Prime,tt10087134,"Action,Thriller",4.6
Yashoda Krishna,Telugu,175,1975,All,Movie,Amazon Prime,tt0187604,"Drama,Musical",5.9
Mathu Vadalara,Telugu,128,2019,16+,Movie,Amazon Prime,tt11469744,"Comedy,Crime,Thriller",8.3
Mayilattam,Malayalam,142,2004,NR,Movie,Amazon Prime,tt0400644,"Action,Comedy,Drama",4.0
Kismath,Malayalam,95,2016,All,Movie,Amazon Prime,tt5900118,"Drama,Musical,Romance",6.7
Ittymaani: Made in China,Malayalam,156,2019,All,Movie,Amazon Prime,tt9165806,"Comedy,Drama",4.4
Fida,Hindi,117,2004,13+,Movie,Amazon Prime,tt0422236,"Action,Crime,Drama",5.5
Preethse,Kannada,147,2000,All,Movie,Amazon Prime,tt11374042,Thriller,7.5
Ajab Prem Ki Ghazab Kahani,Hindi,144,2009,All,Movie,Amazon Prime,tt1252596,"Action,Comedy,Romance",6.4
Ernest Goes to School,English,89,1994,All,Movie,Amazon Prime,tt0109739,"Comedy,Family,Sport",4.7
Six,Malayalam,126,2014,NR,Movie,Amazon Prime,tt3135026,"Drama,Short,Thriller",7.1
Mera Rakshak,Hindi,157,1978,NR,Movie,Amazon Prime,tt0374039,"Action,Crime,Drama",4.6
Thirumalai,Tamil,166,2003,All,Movie,Amazon Prime,tt3332304,"Action,Romance",7.3
Chinnari Sneham,Telugu,136,1989,NR,Movie,Amazon Prime,tt0389852,Comedy,7.4
Geetha,Kannada,148,2019,13+,Movie,Amazon Prime,tt9614772,"Drama,Romance",6.2
99,Kannada,141,2019,13+,Movie,Amazon Prime,tt10329084,Drama,6.1
Aval Varuvala,Tamil,145,1998,13+,Movie,Amazon Prime,tt2378334,"Romance,Thriller",6.2
Scott Walker: 30 Century Man,English,99,2006,16+,Movie,Amazon Prime,tt0486541,"Biography,Documentary,Music",7.3
Rann,Hindi,136,2010,13+,Movie,Amazon Prime,tt1451797,"Drama,Mystery,Thriller",6.9
Amar Bhai Amar Bon,Bengali,141,2010,NR,Movie,Amazon Prime,tt6562740,Drama,5.2
Zinda,Hindi,105,2006,All,Movie,Amazon Prime,tt0488906,"Action,Drama,Mystery",4.9
Ranganayaki,Kannada,162,1981,NR,Movie,Amazon Prime,tt0232515,Drama,7.2
Bawarchi,Hindi,125,1972,All,Movie,Amazon Prime,tt0068257,"Comedy,Drama,Family",8.0
Tappu Chesi Pappu Koodu,Telugu,146,2002,NR,Movie,Amazon Prime,tt0925131,"Comedy,Drama",4.8
Gayakudu,Telugu,138,2015,All,Movie,Amazon Prime,tt7085700,Musical,4.9
Annayum Rasoolum,Malayalam,159,2013,All,Movie,Amazon Prime,tt2648034,Romance,7.4
Kannula Kaasa Kattappa,Tamil,114,2016,All,Movie,Amazon Prime,tt6354194,"Comedy,Crime",5.6
Laysa Laysa,Tamil,154,2003,All,Movie,Amazon Prime,tt0390184,Romance,6.1
Laung Laachi,Punjabi,136,2018,13+,Movie,Amazon Prime,tt8024556,"Comedy,Drama",5.7
Veta,Telugu,147,1986,NR,Movie,Amazon Prime,tt0246313,"Action,Adventure,Thriller",6.8
The Burning Train,Hindi,139,1980,All,Movie,Amazon Prime,tt0158534,"Action,Thriller",6.8
Manhattan Night,English,114,2016,18+,Movie,Amazon Prime,tt3100274,"Crime,Drama,Mystery",6.2
Bad Asses on the Bayou,English,84,2015,18+,Movie,Amazon Prime,tt3525346,"Action,Comedy,Drama",5.3
Love Exchange,Hindi,120,2015,13+,Movie,Amazon Prime,tt5154096,Romance,5.4
Chintu Ji,Hindi,115,2009,NR,Movie,Amazon Prime,tt1135931,"Comedy,Drama",6.0
Appula Appa Rao,Telugu,139,1991,NR,Movie,Amazon Prime,tt0252235,Comedy,7.3
Cigarette Ki Tarah,Hindi,125,2012,NR,Movie,Amazon Prime,tt2346744,"Romance,Thriller",4.3
Aap Mujhe Achche Lagne Lage,Hindi,166,2002,13+,Movie,Amazon Prime,tt0247911,"Action,Drama,Romance",3.1
Veera,Tamil,110,2018,18+,Movie,Amazon Prime,tt7654674,Action,4.8
Good Time,English,101,2017,18+,Movie,Amazon Prime,tt4846232,"Crime,Drama,Thriller",7.4
Gemini Ganeshanum Suruli Raajanum,Tamil,125,2017,All,Movie,Amazon Prime,tt7088074,"Comedy,Crime,Thriller",5.8
Guntur Talkies,Telugu,125,2016,18+,Movie,Amazon Prime,tt5914668,Comedy,5.6
Durgeshgorer Guptodhon,Bengali,130,2019,All,Movie,Amazon Prime,tt9537068,"Adventure,Comedy,Drama",6.7
Chasing Mavericks,Hindi,116,2012,7+,Movie,Amazon Prime,tt1629757,"Biography,Drama,Sport",7.1
Phas Gaye Re Obama,Hindi,115,2010,18+,Movie,Amazon Prime,tt1773015,"Comedy,Crime,Drama",7.5
